0 15800
1 31500
4 47300
1 72580
1 97700
1 129200
4 154480
1 185980
1 217480
1 248980
4 356080
1 371780
1 400220
1 428480
4 456920
1 485180
1 513620
1 540480
13 524780
6 508980
1 493280
1 461780
8 436500
7 408240
1 379800
1 466560
2 438120
5 411260
3 383000
1 483800
5 376700
1 403560
3 510660
1 537350
27 505850
6 474350
11 387590
2 360900
1 334040
9 233240
1 334040
1 365540
1 397040
1 412740
1 428540
1 476740
1 530290
1 505170
1 398070
2 372790
2 454900
1 483160
10 421160
11 392720
8 291920
2 410960
1 437650
1 406150
1 406050
1 390350
1 362090
24 330590
2 431390
7 404700
1 371200
1 317650
1 235540
1 134740
35 197740
1 213540
1 229240
1 282790
1 309650
1 363200
12 388480
1 438880
19 375880
1 404140
8 300800
2 351200
1 367000
4 340140
11 324440
1 308640
2 356840
1 385280
1 360000
1 309600
1 423000
4 391600
5 439900
1 455600
1 471400
1 487100
5 471400
11 417850
1 524950
1 550230
1 575350
1 600630
1 616330
1 632130
1 647830
1 597430
1 568990
2 455590
1 423190
1 316090
3 344530
31 401230
1 376110
1 350830
1 325550
1 309850
1 281410
1 234210
1 201710
9 302510
20 274250
5 217550
1 164000
1 148200
34 179700
1 236400
16 220600
1 283600
1 346600
1 375040
1 482140
11 466340
2 409640
1 393840
1 330840
1 253040
26 224600
8 253040
1 281300
1 297100
2 196300
11 309700
7 410500
4 473500
1 498780
1 514480
1 577480
1 604340
1 631030
9 602770
1 574330
1 558530
1 445130
1 382130
1 335130
1 303430
35 319230
4 292540
1 265680
1 158580
22 206780
1 269780
1 376880
6 344280
4 328480
1 281380
33 344380
1 237280
15 136480
1 280120
3 387220
1 412340
1 437620
1 462740
1 488020
1 513140
1 566690
1 541410
1 566690
1 629690
2 581490
1 644490
1 688640
4 624740
4 517640
35 492360
3 409190
1 384070
1 358790
1 390290
1 406090
1 421790
10 528890
9 465890
1 528890
1 557150
3 541450
1 525650
11 472100
2 525650
3 541450
16 434350
2 406090
1 390290
1 246650
1 221530
13 328630
9 442030
7 416910
1 416750
3 368550
30 261450
2 286730
1 302530
1 189130
1 135580
9 242680
7 356080
1 381200
1 406480
1 456880
13 431760
1 415960
1 308860
11 245860
1 308860
1 340360
1 356160
1 371860
1 403360
1 431800
1 400300
17 286900
1 261620
1 236340
6 343440
8 456840
1 472640
1 488340
1 541890
1 570150
16 507150
2 491450
3 441050
6 491450
1 541850
22 434750
1 321350
1 305650
1 274150
1 242650
3 305650
1 321350
1 346630
1 409630
1 425330
1 452190
3 534130
24 471130
1 445850
2 474290
1 502550
2 449000
1 502550
9 471050
2 527750
1 501060
3 472800
9 422400
5 523200
1 507400
1 460200
2 475900
1 491700
1 507500
1 523200
1 554700
1 617700
4 535590
1 589140
1 616000
1 587560
1 559300
10 543500
12 442700
1 426900
1 411200
1 379600
1 332400
9 305540
15 248840
1 362240
4 410540
5 464090
1 448290
1 416790
1 363240
1 309690
3 357990
1 307590
31 357990
1 329550
1 279150
1 246650
1 214150
23 321250
10 384250
1 400050
1 415850
1 431550
1 447350
3 393800
6 346500
19 239400
2 264680
1 201680
1 217480
1 233180
1 264680
1 291540
1 274740
3 258940
2 243140
1 217860
1 202160
2 185560
1 158700
1 45300
1 14800
1 0
4 143640
6 279300
1 307560
27 339060
1 354860
1 417860
11 389600
21 358100
1 310800
4 279300
1 135660
4 162350
33 193850
1 321530
1 353030
1 401330
1 464330
1 527330
11 500470
6 364980
1 418530
1 446970
1 500520
1 528780
1 557220
1 585480
9 522480
1 494220
1 465780
1 437520
1 391520
3 419960
1 446820
1 473510
2 445070
1 418380
1 391520
1 343220
1 294720
31 343020
11 406020
1 437520
27 383970
1 412230
1 358680
1 440790
1 494340
5 366660
1 423360
23 360360
2 376060
1 404500
1 431190
1 459450
5 411250
3 459450
18 431010
6 399510
2 383710
1 355450
1 327010
1 245070
1 191520
2 160020
1 223020
1 302820
2 384760
8 438310
3 495010
1 438310
1 495010
15 432010
1 383810
1 355550
1 273610
1 188650
1 160210
1 133350
1 53550
1 0
142 714000
7 0
71 714000
77 0
