0 25280
4 50400
1 75680
2 100800
1 126080
1 182780
2 207900
4 264600
1 321300
3 352800
1 415800
1 442660
3 469350
19 444230
5 418950
1 393830
1 337130
1 312010
1 249010
1 222320
1 165620
10 570910
3 599350
1 627610
7 654300
11 248850
1 220590
1 193900
1 162400
1 137120
1 112000
16 127800
0 143500
8 217000
7 245260
1 260960
1 245260
1 229460
1 201200
1 168700
16 269500
1 376600
1 479520
14 378720
1 271620
1 168700
1 141840
1 85140
8 255830
3 287330
1 337730
5 364420
12 391000
3 444180
1 412680
1 385990
1 323530
1 295090
1 238390
1 99180
14 178580
1 255860
1 280980
1 388080
13 526800
3 501520
1 394420
1 288940
1 209540
1 132420
1 50400
2 0 
9 26940
5 42740
3 77540
15 34900
1 19100
1 0
2 170690
9 277790
5 304550
1 329830
1 380230
5 407090
1 458030
1 511210
9 316220
1 209120
1 202100
1 176820
1 149960
1 101180
1 50940
4 66740
8 92020
9 152440
1 180880
1 249720
1 327000
8 301720
1 273280
1 176340
1 120500
1 66740
2 93600
4 120460
1 147150
15 369060
10 470020
1 498280
1 471590
1 144290
1 122210
1 93770
1 77970
12 103250
1 128370
10 155060
9 129940
1 104660
1 77970
1 51110
2 170
1 0
1 148790
28 576720
1 602000
1 627120
2 212410
1 41280
1 25280
1 0
23 15800
8 78800
1 129200
1 164490
1 114090
1 98290
1 35290
2 0
15 101340
3 155060
14 53720
1 0
2 100800
1 126080
1 239480
1 345010
1 373450
1 401710
30 300910
1 275630
1 170100
1 141840
1 113400
1 0 
9 206860
1 232150
13 340350
1 445880
7 471160
1 496280
1 378200
1 307220
1 332500
1 357620
1 332500
1 307380
1 282100
31 133480
1 25280
1 0
13 63000
6 145020
1 160820
1 261780
8 367840
3 304840
1 289040
1 188080
1 30000
1 0
13 128250
18 0
3 111980
16 212950
1 228750
1 244450
3 260250
1 275950
9 148370
1 47400
1 31600
1 15900
1 15800
31 448940
1 464640
1 496140
1 511940
15 612740
14 596940
1 462860
1 63000
1 31500
1 15800
1 0
6 100800
1 146230
26 162030
1 115160
1 99360
1 0
15 50400
1 75680
10 189080
1 296180
1 324620
1 375020
8 349740
1 236340
1 207900
1 157500
1 50400
1 228520
1 256960
5 333220
25 113610
1 138890
1 116750
1 75680
1 50400
2 0
20 113400
6 176400
1 201680
1 308220
1 336660
1 363920
8 250520
1 187520
1 162240
1 55880
1 27440
1 0
7 50400
2 151200
1 182700
1 207980
1 207980
1 233260
23 132460
1 107020
1 56780
1 25280
1 0
4 45430
13 73870
2 187270
5 291760
7 461860
1 490120
1 515780
1 402380
1 291970
1 65090
1 49790
1 40120
1 11680
1 0
2 50400
1 75680
19 126080
1 176480
10 201600
1 151200
1 100800
1 75680
1 50400
1 0
15 104820
1 133260
1 246660
1 262460
1 278160
4 360100
1 391600
1 416720
1 443480
1 474980
11 368890
1 325330
1 227050
1 211250
1 195450
1 170290
2 88180
1 56780
1 31500
1 0
22 93330 
9 127280
1 152560
1 177680
4 84190
1 59070
1 25120
1 0
3 28440
1 55290
6 276280
11 382400
10 433340
3 263060
1 228690
1 125540
1 43260
1 0
9 25280
17 201920
4 315320
1 396450
5 371170
1 185110
1 113220
1 0
13 82110
21 0
17 368670
1 425370
11 529660
1 561160
4 504460
1 374090
1 342590
1 0
20 99890
13 0
17 28440
15 53720
1 81980
1 53540
1 25280
1 0
3 208530
1 224230
7 351910
1 367710
1 497320
21 193530
1 209230
1 225030
1 209230
1 193430
1 177730
23 589920
1 621420
7 605520
1 193260
1 161760
1 34080
1 0
14 15800
1 31500
17 15700
1 0
31 31500
1 0
2 129610
17 335610
1 360890
1 461690
1 515240
1 568790
11 543510
1 442710
1 236710
1 183160
1 28390
1 0
38 175640
11 252760
1 278040
15 100800
1 77120
1 0
14 85050
1 171990
1 228690
1 256950
1 291750
5 317030
1 332830
3 538130
1 553830
3 622490
4 373480
1 373480
1 348360
1 193460
1 177760
1 90820
1 34120
1 25320
1 15800
1 0
20 25280
1 50400
11 25280
1 0
15 205300
4 382750
2 411190
4 513310
1 562850
6 357550
1 96300
1 68040
1 1060
1 0
16 195450
15 223890
1 28260
1 0
4 80980
17 461370
10 32810
1 0
10 53550
1 110250
20 187530
1 212650
1 237930
1 212650
1 187370
1 133820
1 77120
31 0
1 208450
1 352050
1 377330
1 405770
14 506790
14 298340
1 144840
1 125760
1 25120
1 0
8 129260
5 216000
1 272700
11 326250
1 379800
6 133830
1 80280
1 55120
1 28260
1 0
158 774000
29 0
49 774000
78 0
