1 15800
2 31500
4 47300
1 63000
1 78800
1 129200
1 144900
4 195300
1 245700
3 346500
1 396900
1 423210
2 449900
6 434200
1 418400
1 402700
1 352300
29 336600
4 723600
1 622800
2 596110
1 621390
1 648080
1 673200
14 698480
1 723600
13 302840
10 252440
1 329720
1 279320
3 254040
2 253880
1 354680
16 329560
1 304280
2 329560
1 354680
3 253880
7 316880
1 423980
1 639040
25 623240
1 605900
3 590100
1 621700
3 672100
1 697380
1 722500
1 697380
1 672100
1 750340
1 664420
1 714820
19 651820
2 677100
1 570000
2 519600
3 601710
1 575020
1 678710
19 653590
1 628310
1 718130
1 743410
1 711810
1 727610
3 702330
1 373710
3 430410
7 639000
5 517580
14 467180
1 390090
1 490890
1 516170
1 541450
1 594450
1 621140
1 595860
1 580060
8 498120
1 550260
1 603810
12 547110
1 562910
1 591350
9 346930
4 433690
1 458810
1 551040
2 525760
2 524320
1 601440
4 600080
1 626770
14 525970
1 551250
1 576370
2 522820
1 507020
1 481900
1 364170
20 313770
1 509040
5 465010
2 373690
2 436690
1 461970
1 488120
1 514980
2 489860
1 376930
3 402050
3 315290
12 238010
1 434190
14 355290
1 330010
21 312500
1 285980
10 257540
3 285980
1 314240
1 125500
4 509920
1 538360
1 650730
3 682230
4 682230
10 655540
1 738850
9 632650
1 604210
1 134910
2 109790
1 161600
9 218300
24 186800
1 71230
1 51430
1 26150
7 89150
1 114430
2 215230
1 316030
1 331830
1 347530
1 550830
17 579270
3 516170
1 490890
1 390090
2 418350
1 402650
1 386850
1 358590
1 349950
36 264610
1 365410
3 450630
1 478890
6 591090
2 606890
1 622590
16 299010
1 380570
1 396370
1 499770
1 431610
2 411810
1 394470
39 394300
1 482280
1 466580
1 450780
1 569220
1 553420
2 628980
3 528180
1 628980
1 654100
1 682360
11 595760
1 621040
1 646160
5 468390
1 440130
1 411690
1 310890
1 310890
3 238300
32 266740
2 241620
5 140820
9 552210
1 588750
1 615610
2 691170
15 664310
1 579210
1 492270
35 580470
1 635520
19 635520
1 688900
1 704700
1 720400
3 695120
4 563590
1 203400
6 304200
1 405000
1 420800
1 471200
1 684290
1 577910
1 593710
23 578010
1 562210
1 461410
1 432970
1 537200
24 521400
3 260990
1 245190
1 308190
1 413330
1 440020
1 466880
2 493020
1 521380
1 421330
1 358330
2 459130
25 408730
1 459130
6 388240
2 492570
4 417050
2 399710
1 454210
6 427520
1 400660
1 427350
1 454210
1 377890
1 409390
1 437830
8 542800
1 442000
1 542800
2 443290
2 416600
1 315960
12 479760
1 508200
9 534890
11 464000
4 464000
1 516140
1 544580
1 601280
9 550880
1 601280
9 706090
1 726680
1 625880
1 651160
1 622720
1 726680
1 522060
1 548200
1 576560
4 447340
3 415840
1 344950
3 393250
1 424750
1 450030
1 475150
1 525550
25 508210
2 483090
1 407410
8 398670
8 371810
1 353810
1 448690
1 422000
1 473970
1 502410
1 477130
1 502250
1 527530
1 553670
1 503270
2 712470
10 375780
2 350660
1 350500
19 302200
1 375490
7 348800
1 298400
1 348800
1 374080
3 331620
3 303230
9 507590
1 612570
7 610770
1 697010
3 416820
12 391660
2 391500
1 364640
1 320280
1 295160
1 238460
7 317420
19 686520
12 636120
1 609480
1 446580
2 415080
2 336290
2 386690
9 500090
7 531590
11 636320
2 585920
1 472520
1 441020
1 268610
4 70890
19 96170
20 240750
1 266030
1 291310
1 316430
1 341710
1 471930
1 610970
1 430470
15 405190
10 171510
2 199950
1 174830
1 149550
1 124270
32 468460
1 495320
1 552020
1 523580
1 496720
3 525160
29 496720
1 471600
1 425700
2 391120
1 41400
5 68260
18 198640
12 171780
4 130380
1 351870
14 403840
5 419640
1 520440
1 570840
1 622650
7 606850
2 455490
2 124390
4 97700
6 72420
3 26690
3 0
11 141010
21 218290
1 243610
9 75520
5 188920
1 272700
1 326250
1 351530
6 401930
1 427210
1 452490
17 591530
1 617750
1 545450
2 432050
2 512680
18 487560
1 512680
1 487400
1 512680
1 460520
11 280400
7 255280
1 469620
3 345440
14 321980
2 296860
1 271580
1 483070
2 498870
1 561870
1 598410
1 564650
1 325190
1 147460
6 115500
2 324050
14 401170
1 426290
11 410590
1 347590
3 114080
3 113920
1 77280
1 25280
17 448880
1 499280
1 555980
15 107260
23 246460
11 271580
22 475780
1 557890
1 584580
1 613020
1 641280
3 616000
1 720100
3 542400
2 517280
2 460580
1 256380
1 229690
1 201430
1 135830
1 110550
1 28440
1 0
11 79800
1 166740
1 217140
1 253120
18 305100
2 218160
1 131780
1 104920
1 25120
1 0
154 774000
24 0
56 774000
77 0
