0 28440
3 56700
1 85140
1 113400
2 141840
1 198540
1 226800
1 280350
4 333900
1 387450
3 475650
1 502510
2 529200
20 500940
1 472500
1 444240
1 387540
23 359280
1 699300
1 721420
1 743400
1 716710
1 743400
6 655200
1 315000
1 293020
1 266330
1 212780
1 159230
1 130790
1 102530
3 124650
1 146630
25 223700
3 250560
1 277250
1 255270
1 233150
20 321510
11 294820
1 267960
1 156080
1 129220
1 242620
1 305620
1 475880
5 526120
12 579670
1 606530
13 493130
1 430130
1 330910
1 277360
1 299480
13 366960
1 420510
7 366960
1 448600
1 476860
8 450000
1 428020
1 405900
1 377640
1 491040
8 577560
1 604420
1 626540
23 397830
1 284430
1 257570
1 235450
1 279550
1 455950
18 388330
1 476530
1 503390
8 448440
1 475130
1 528680
2 485980
1 282890
1 229340
1 163120
1 191560
1 248260
6 301810
1 330070
11 352050
11 438990
1 461110
1 524110
1 551970
1 525110
1 498420
1 470160
1 416610
1 394630
1 372510
1 309510
12 392720
2 414840
1 436960
12 383410
5 361290
1 334430
1 275470
1 188710
1 105500
5 297380
2 360380
1 382500
7 409360
1 436050
14 458030
3 239460
1 176460
1 154480
1 127790
1 127620
15 304740
17 127440
1 127260
1 100800
1 78820
1 22120
14 399860
1 415660
1 431360
1 459800
16 81920
1 109960
1 94260
1 78460
8 191860
1 223360
5 312280
18 284240
1 252740
1 50420
1 28440
9 59940
4 110100
9 198300
1 305400
1 412500
1 434620
1 450420
8 378280
1 290080
1 182980
1 182840
21 340760
1 363020
10 390740
1 296240
1 272580
1 272580
1 244320
21 332520
2 439620
1 455420
8 550040
1 442940
1 427140
1 289820
1 231140
2 124040
1 97580
1 66080
16 94520
1 122780
15 151220
1 122960
1 94520
1 66080
15 153200
1 216200
1 323300
15 260300
1 153200
1 87120
1 0
1 137340
4 225280
3 325420
23 237480
1 30060
1 0
2 15800
1 31600
9 59640
5 88080
14 116520
1 100620
1 72580
1 56880
1 28440
1 0
3 360060
5 404160
13 491860
5 507560
5 334640
1 302040
1 22120
23 129220
1 186100
7 129220
1 107100
1 0
21 44100
1 59900
4 82020
6 66220
1 44100
1 0
1 107100
1 220860
1 242980
1 287080
1 425780
8 454040
20 541960
3 434860
1 412740
1 242640
1 156060
25 257040
4 320040
1 342160
1 364140
1 471240
1 487040
1 502840
1 350400
1 293880
1 270360
1 237960
18 282060
14 260080
1 237960
1 130860
1 115160
1 99360
1 206460
1 238060
1 266320
1 294940
9 339040
1 367480
11 455540
2 562640
6 455540
1 427280
1 371480
1 213260
14 377200
1 405820
1 434080
16 326980
1 303460
1 111260
1 164810
1 191670
2 235770
1 279870
23 386970
1 413660
2 442100
1 441740
1 530260
1 486300
1 508420
1 530400
1 497700
1 390600
1 362340
1 228650
8 276950
1 333650
1 361910
1 377710
1 409210
22 387230
1 365110
1 349310
1 317270
1 263720
1 240200
1 211940
1 163640
1 135380
1 103880
1 77190
1 77020
13 178000
3 231550
1 258410
1 285100
1 307220
1 329200
13 228220
1 201530
1 179550
1 157430
2 337680
17 406460
11 461410
1 483530
1 276730
1 207810
1 185690
1 132140
1 132140
1 110020
1 81580
1 54720
1 0
6 181460
19 291530
1 340630
6 61560
1 28260
1 0
4 81810
28 0
2 341000
13 394920
17 341000
1 0
5 107270
1 163970
6 239490
21 132220
1 75520
1 0
1 26860
31 202340
1 229200
1 244900
1 260700
1 404340
1 420040
2 393010
2 528950
23 353570
1 380430
1 364630
1 348930
1 333130
26 660830
1 687520
1 718920
4 692060
1 665370
1 153980
10 180840
22 153980
1 122380
1 118980
1 360
1 0
12 26860
13 170500
5 143640
1 0
19 214200
3 270900
1 286700
1 349700
1 393800
1 437900
8 422100
1 359100
1 144900
2 88200
1 44100
1 0
46 151200
16 199500
1 227140
11 334240
1 416350
5 473050
1 499040
1 543140
1 571580
1 599840
10 446640
1 475080
1 448440
1 341340
10 487160
1 573380
20 546030
1 517770
1 489510
1 344790
1 370780
2 399040
16 317100
1 268800
1 484480
11 458320
1 430060
1 373360
1 329260
1 87300
2 213800
1 235920
7 331380
3 375480
1 269500
14 480920
5 334200
1 312080
1 212400
1 72540
5 154650
1 181510
21 153070
5 108970
1 26860
1 0
10 345860
1 389960
1 443510
20 72870
1 141670
1 168530
1 141670
1 76570
1 23020
1 0
31 22120
1 44100
1 70960
1 48980
1 22120
20 248920
1 374920
1 481460
11 254660
1 128660
1 22120
1 0
10 111720
1 193830
11 239270
9 157160
1 23320
1 0
5 56700
1 113400
26 56700
1 0
129 743400
26 0
52 743400
77 0
